ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
602,308,12,1,0,200,10,80,20,800,400,20,12,30
614,309,12,1,0,200,10,80,20,800,400,20,12,30
626,310,12,1,0,200,10,80,20,800,400,20,12,30
638,311,12,1,0,200,10,80,20,800,400,20,12,30
650,312,12,1,0,200,10,80,20,800,400,20,12,30
662,313,12,1,0,200,10,80,20,800,400,20,12,30
674,314,12,1,0,200,10,80,20,800,400,20,12,30
686,315,12,1,0,200,10,80,20,800,400,20,12,30
698,316,12,1,0,200,10,80,20,800,400,20,12,30
710,317,12,1,0,200,10,80,20,800,400,20,12,30
722,318,12,1,0,200,10,80,20,800,400,20,12,30
734,319,12,1,0,200,10,80,20,800,400,20,12,30
746,320,12,1,0,200,10,80,20,800,400,20,12,30
758,321,12,1,0,200,10,80,20,800,400,20,12,30
770,322,12,1,0,200,10,80,20,800,400,20,12,30
782,323,12,1,0,200,10,80,20,800,400,20,12,30
758,207,-12,7,0,200,10,80,20,800,400,20,12,30
746,214,-12,7,0,200,10,80,20,800,400,20,12,30
734,221,-12,7,0,200,10,80,20,800,400,20,12,30
722,228,-12,7,0,200,10,80,20,800,400,20,12,30
710,235,-12,7,0,200,10,80,20,800,400,20,12,30
698,242,-12,7,0,200,10,80,20,800,400,20,12,30
686,249,-12,7,0,200,10,80,20,800,400,20,12,30
674,256,-12,7,0,200,10,80,20,800,400,20,12,30
662,263,-12,7,0,200,10,80,20,800,400,20,12,30
650,270,-12,7,0,200,10,80,20,800,400,20,12,30
638,277,-12,7,0,200,10,80,20,800,400,20,12,30
626,284,-12,7,0,200,10,80,20,800,400,20,12,30
614,291,-12,7,0,200,10,80,20,800,400,20,12,30
602,298,-12,7,0,200,10,80,20,800,400,20,12,30
590,305,-12,7,0,200,10,80,20,800,400,20,12,30
578,312,-12,7,0,200,10,80,20,800,400,20,12,30
566,319,-12,7,0,200,10,80,20,800,400,20,12,30
554,326,-12,7,0,200,10,80,20,800,400,20,12,30
542,333,-12,7,0,200,10,80,20,800,400,20,12,30
530,340,-12,7,0,200,10,80,20,800,400,20,12,30
518,347,-12,7,0,200,10,80,20,800,400,20,12,30
506,354,-12,7,0,200,10,80,20,800,400,20,12,30
494,361,-12,7,0,200,10,80,20,800,400,20,12,30
482,368,-12,7,0,200,10,80,20,800,400,20,12,30
470,361,-12,-7,0,200,10,80,20,800,400,20,12,30
458,354,-12,-7,0,200,10,80,20,800,400,20,12,30
446,347,-12,-7,0,200,10,80,20,800,400,20,12,30
434,340,-12,-7,0,200,10,80,20,800,400,20,12,30
422,333,-12,-7,0,200,10,80,20,800,400,20,12,30
410,326,-12,-7,0,200,10,80,20,800,400,20,12,30
398,319,-12,-7,0,200,10,80,20,800,400,20,12,30
386,312,-12,-7,0,200,10,80,20,800,400,20,12,30
374,305,-12,-7,0,200,10,80,20,800,400,20,12,30
362,298,-12,-7,0,200,10,80,20,800,400,20,12,30
350,291,-12,-7,0,200,10,80,20,800,400,20,12,30
338,284,-12,-7,0,200,10,80,20,800,400,20,12,30
326,277,-12,-7,0,200,10,80,20,800,400,20,12,30
314,270,-12,-7,0,200,10,80,20,800,400,20,12,30
302,263,-12,-7,0,200,10,80,20,800,400,20,12,30
290,256,-12,-7,0,200,10,80,20,800,400,20,12,30
278,249,-12,-7,0,200,10,80,20,800,400,20,12,30
266,242,-12,-7,0,200,10,80,20,800,400,20,12,30
254,235,-12,-7,0,200,10,80,20,800,400,20,12,30
242,228,-12,-7,0,200,10,80,20,800,400,20,12,30
230,221,-12,-7,0,200,10,80,20,800,400,20,12,30
218,214,-12,-7,0,200,10,80,20,800,400,20,12,30
206,207,-12,-7,0,200,10,80,20,800,400,20,12,30
194,200,-12,-7,0,200,10,80,20,800,400,20,12,30
182,193,-12,-7,0,200,10,80,20,800,400,20,12,30
170,186,-12,-7,0,200,10,80,20,800,400,20,12,30
158,179,-12,-7,0,200,10,80,20,800,400,20,12,30
146,172,-12,-7,0,200,10,80,20,800,400,20,12,30
134,165,-12,-7,0,200,10,80,20,800,400,20,12,30
122,158,-12,-7,0,200,10,80,20,800,400,20,12,30
110,151,-12,-7,0,200,10,80,20,800,400,20,12,30
98,144,-12,-7,0,200,10,80,20,800,400,20,12,30
86,137,-12,-7,0,200,10,80,20,800,400,20,12,30
74,130,-12,-7,0,200,10,80,20,800,400,20,12,30
62,123,-12,-7,0,200,10,80,20,800,400,20,12,30
50,116,-12,-7,0,200,10,80,20,800,400,20,12,30
38,109,-12,-7,0,200,10,80,20,800,400,20,12,30
50,102,12,-7,0,200,10,80,20,800,400,20,12,30
62,95,12,-7,0,200,10,80,20,800,400,20,12,30
74,88,12,-7,0,200,10,80,20,800,400,20,12,30
86,81,12,-7,0,200,10,80,20,800,400,20,12,30
98,74,12,-7,0,200,10,80,20,800,400,20,12,30
110,67,12,-7,0,200,10,80,20,800,400,20,12,30
122,60,12,-7,0,200,10,80,20,800,400,20,12,30
134,53,12,-7,0,200,10,80,20,800,400,20,12,30
146,46,12,-7,0,200,10,80,20,800,400,20,12,30
158,39,12,-7,0,200,10,80,20,800,400,20,12,30
170,32,12,-7,0,200,10,80,20,800,400,20,12,30
182,39,12,7,0,200,10,80,20,800,400,20,12,30
194,46,12,7,0,200,10,80,20,800,400,20,12,30
206,53,12,7,0,200,10,80,20,800,400,20,12,30
218,60,12,7,0,200,10,80,20,800,400,20,12,30
230,67,12,7,0,200,10,80,20,800,400,20,12,30
242,74,12,7,0,200,10,80,20,800,400,20,12,30
254,81,12,7,0,200,10,80,20,800,400,20,12,30
266,88,12,7,0,200,10,80,20,800,400,20,12,30
278,95,12,7,0,200,10,80,20,800,400,20,12,30
290,102,12,7,0,200,10,80,20,800,400,20,12,30
302,109,12,7,0,200,10,80,20,800,400,20,12,30
314,116,12,7,0,200,10,80,20,800,400,20,12,30
326,123,12,7,0,200,10,80,20,800,400,20,12,30
338,130,12,7,0,200,10,80,20,800,400,20,12,30
350,137,12,7,0,200,10,80,20,800,400,20,12,30
362,144,12,7,0,200,10,80,20,800,400,20,12,30
374,151,12,7,0,200,10,80,20,800,400,20,12,30
386,158,12,7,0,200,10,80,20,800,400,20,12,30
398,165,12,7,0,200,10,80,20,800,400,20,12,30
410,172,12,7,0,200,10,80,20,800,400,20,12,30
422,179,12,7,0,200,10,80,20,800,400,20,12,30
434,186,12,7,0,200,10,80,20,800,400,20,12,30
446,193,12,7,0,200,10,80,20,800,400,20,12,30
458,200,12,7,0,200,10,80,20,800,400,20,12,30
470,207,12,7,0,200,10,80,20,800,400,20,12,30
482,214,12,7,0,200,10,80,20,800,400,20,12,30
494,221,12,7,0,200,10,80,20,800,400,20,12,30
506,228,12,7,0,200,10,80,20,800,400,20,12,30
518,235,12,7,0,200,10,80,20,800,400,20,12,30
530,242,12,7,0,200,10,80,20,800,400,20,12,30
542,249,12,7,0,200,10,80,20,800,400,20,12,30
554,256,12,7,0,200,10,80,20,800,400,20,12,30
566,263,12,7,0,200,10,80,20,800,400,20,12,30
578,270,12,7,0,200,10,80,20,800,400,20,12,30
590,277,12,7,0,200,10,80,20,800,400,20,12,30
602,284,12,7,0,200,10,80,20,800,400,20,12,30
614,291,12,7,0,200,10,80,20,800,400,20,12,30
626,298,12,7,0,200,10,80,20,800,400,20,12,30
638,305,12,7,0,200,10,80,20,800,400,20,12,30
650,312,12,7,0,200,10,80,20,800,400,20,12,30
662,319,12,7,0,200,10,80,20,800,400,20,12,30
674,326,12,7,0,200,10,80,20,800,400,20,12,30
686,333,12,7,0,200,10,80,20,800,400,20,12,30
698,340,12,7,0,200,10,80,20,800,400,20,12,30
710,347,12,7,0,200,10,80,20,800,400,20,12,30
722,354,12,7,0,200,10,80,20,800,400,20,12,30
734,361,12,7,0,200,10,80,20,800,400,20,12,30
746,368,12,7,0,200,10,80,20,800,400,20,12,30
758,361,12,-7,0,200,10,80,20,800,400,20,12,30
770,354,12,-7,0,200,10,80,20,800,400,20,12,30
782,347,12,-7,0,200,10,80,20,800,400,20,12,30
758,205,-12,5,0,200,10,80,20,800,400,20,12,30
746,210,-12,5,0,200,10,80,20,800,400,20,12,30
734,215,-12,5,0,200,10,80,20,800,400,20,12,30
722,220,-12,5,0,200,10,80,20,800,400,20,12,30
710,225,-12,5,0,200,10,80,20,800,400,20,12,30
698,230,-12,5,0,200,10,80,20,800,400,20,12,30
686,235,-12,5,0,200,10,80,20,800,400,20,12,30
674,240,-12,5,0,200,10,80,20,800,400,20,12,30
662,245,-12,5,0,200,10,80,20,800,400,20,12,30
650,250,-12,5,0,200,10,80,20,800,400,20,12,30
638,255,-12,5,0,200,10,80,20,800,400,20,12,30
626,260,-12,5,0,200,10,80,20,800,400,20,12,30
614,265,-12,5,0,200,10,80,20,800,400,20,12,30
602,270,-12,5,0,200,10,80,20,800,400,20,12,30
590,275,-12,5,0,200,10,80,20,800,400,20,12,30
578,280,-12,5,0,200,10,80,20,800,400,20,12,30
566,285,-12,5,0,200,10,80,20,800,400,20,12,30
554,290,-12,5,0,200,10,80,20,800,400,20,12,30
542,295,-12,5,0,200,10,80,20,800,400,20,12,30
530,300,-12,5,0,200,10,80,20,800,400,20,12,30
518,305,-12,5,0,200,10,80,20,800,400,20,12,30
506,310,-12,5,0,200,10,80,20,800,400,20,12,30
494,315,-12,5,0,200,10,80,20,800,400,20,12,30
482,320,-12,5,0,200,10,80,20,800,400,20,12,30
470,325,-12,5,0,200,10,80,20,800,400,20,12,30
458,330,-12,5,0,200,10,80,20,800,400,20,12,30
446,335,-12,5,0,200,10,80,20,800,400,20,12,30
434,340,-12,5,0,200,10,80,20,800,400,20,12,30
422,345,-12,5,0,200,10,80,20,800,400,20,12,30
410,350,-12,5,0,200,10,80,20,800,400,20,12,30
398,355,-12,5,0,200,10,80,20,800,400,20,12,30
386,360,-12,5,0,200,10,80,20,800,400,20,12,30
374,365,-12,5,0,200,10,80,20,800,400,20,12,30
362,370,-12,5,0,200,10,80,20,800,400,20,12,30
350,365,-12,-5,0,200,10,80,20,800,400,20,12,30
338,360,-12,-5,0,200,10,80,20,800,400,20,12,30
326,355,-12,-5,0,200,10,80,20,800,400,20,12,30
314,350,-12,-5,0,200,10,80,20,800,400,20,12,30
302,345,-12,-5,0,200,10,80,20,800,400,20,12,30
290,340,-12,-5,0,200,10,80,20,800,400,20,12,30
278,335,-12,-5,0,200,10,80,20,800,400,20,12,30
266,330,-12,-5,0,200,10,80,20,800,400,20,12,30
254,325,-12,-5,0,200,10,80,20,800,400,20,12,30
242,320,-12,-5,0,200,10,80,20,800,400,20,12,30
230,315,-12,-5,0,200,10,80,20,800,400,20,12,30
218,310,-12,-5,0,200,10,80,20,800,400,20,12,30
206,305,-12,-5,0,200,10,80,20,800,400,20,12,30
194,300,-12,-5,0,200,10,80,20,800,400,20,12,30
182,295,-12,-5,0,200,10,80,20,800,400,20,12,30
170,290,-12,-5,0,200,10,80,20,800,400,20,12,30
158,285,-12,-5,0,200,10,80,20,800,400,20,12,30
146,280,-12,-5,0,200,10,80,20,800,400,20,12,30
134,275,-12,-5,0,200,10,80,20,800,400,20,12,30
122,270,-12,-5,0,200,10,80,20,800,400,20,12,30
110,265,-12,-5,0,200,10,80,20,800,400,20,12,30
98,260,-12,-5,0,200,10,80,20,800,400,20,12,30
86,255,-12,-5,0,200,10,80,20,800,400,20,12,30
74,250,-12,-5,0,200,10,80,20,800,400,20,12,30
62,245,-12,-5,0,200,10,80,20,800,400,20,12,30
50,240,-12,-5,0,200,10,80,20,800,400,20,12,30
38,235,-12,-5,0,200,10,80,20,800,400,20,12,30
50,230,12,-5,0,200,10,80,20,800,400,20,12,30
62,225,12,-5,0,200,10,80,20,800,400,20,12,30
74,220,12,-5,0,200,10,80,20,800,400,20,12,30
86,215,12,-5,0,200,10,80,20,800,400,20,12,30
98,210,12,-5,0,200,10,80,20,800,400,20,12,30
110,205,12,-5,0,200,10,80,20,800,400,20,12,30
122,200,12,-5,0,200,10,80,20,800,400,20,12,30
134,195,12,-5,0,200,10,80,20,800,400,20,12,30
146,190,12,-5,0,200,10,80,20,800,400,20,12,30
158,185,12,-5,0,200,10,80,20,800,400,20,12,30
170,180,12,-5,0,200,10,80,20,800,400,20,12,30
182,175,12,-5,0,200,10,80,20,800,400,20,12,30
194,170,12,-5,0,200,10,80,20,800,400,20,12,30
206,165,12,-5,0,200,10,80,20,800,400,20,12,30
218,160,12,-5,0,200,10,80,20,800,400,20,12,30
230,155,12,-5,0,200,10,80,20,800,400,20,12,30
242,150,12,-5,0,200,10,80,20,800,400,20,12,30
254,145,12,-5,0,200,10,80,20,800,400,20,12,30
266,140,12,-5,0,200,10,80,20,800,400,20,12,30
278,135,12,-5,0,200,10,80,20,800,400,20,12,30
290,130,12,-5,0,200,10,80,20,800,400,20,12,30
302,125,12,-5,0,200,10,80,20,800,400,20,12,30
314,120,12,-5,0,200,10,80,20,800,400,20,12,30
326,115,12,-5,0,200,10,80,20,800,400,20,12,30
338,110,12,-5,0,200,10,80,20,800,400,20,12,30
350,105,12,-5,0,200,10,80,20,800,400,20,12,30
362,100,12,-5,0,200,10,80,20,800,400,20,12,30
374,95,12,-5,0,200,10,80,20,800,400,20,12,30
386,90,12,-5,0,200,10,80,20,800,400,20,12,30
398,85,12,-5,0,200,10,80,20,800,400,20,12,30
410,80,12,-5,0,200,10,80,20,800,400,20,12,30
422,75,12,-5,0,200,10,80,20,800,400,20,12,30
434,70,12,-5,0,200,10,80,20,800,400,20,12,30
446,65,12,-5,0,200,10,80,20,800,400,20,12,30
458,60,12,-5,0,200,10,80,20,800,400,20,12,30
470,55,12,-5,0,200,10,80,20,800,400,20,12,30
482,50,12,-5,0,200,10,80,20,800,400,20,12,30
494,45,12,-5,0,200,10,80,20,800,400,20,12,30
506,40,12,-5,0,200,10,80,20,800,400,20,12,30
518,35,12,-5,0,200,10,80,20,800,400,20,12,30
530,30,12,-5,0,200,10,80,20,800,400,20,12,30
542,35,12,5,0,200,10,80,20,800,400,20,12,30
554,40,12,5,0,200,10,80,20,800,400,20,12,30
566,45,12,5,0,200,10,80,20,800,400,20,12,30
578,50,12,5,0,200,10,80,20,800,400,20,12,30
590,55,12,5,0,200,10,80,20,800,400,20,12,30
602,60,12,5,0,200,10,80,20,800,400,20,12,30
614,65,12,5,0,200,10,80,20,800,400,20,12,30
626,70,12,5,0,200,10,80,20,800,400,20,12,30
638,75,12,5,0,200,10,80,20,800,400,20,12,30
650,80,12,5,0,200,10,80,20,800,400,20,12,30
662,85,12,5,0,200,10,80,20,800,400,20,12,30
674,90,12,5,0,200,10,80,20,800,400,20,12,30
686,95,12,5,0,200,10,80,20,800,400,20,12,30
698,100,12,5,0,200,10,80,20,800,400,20,12,30
710,105,12,5,0,200,10,80,20,800,400,20,12,30
722,110,12,5,0,200,10,80,20,800,400,20,12,30
734,115,12,5,0,200,10,80,20,800,400,20,12,30
746,120,12,5,0,200,10,80,20,800,400,20,12,30
758,125,12,5,0,200,10,80,20,800,400,20,12,30
770,130,12,5,0,200,10,80,20,800,400,20,12,30
782,135,12,5,0,200,10,80,20,800,400,20,12,30
758,197,-12,-3,0,200,10,80,20,800,400,20,12,30
746,194,-12,-3,0,200,10,80,20,800,400,20,12,30
734,191,-12,-3,0,200,10,80,20,800,400,20,12,30
722,188,-12,-3,0,200,10,80,20,800,400,20,12,30
710,185,-12,-3,0,200,10,80,20,800,400,20,12,30
698,182,-12,-3,0,200,10,80,20,800,400,20,12,30
686,179,-12,-3,0,200,10,80,20,800,400,20,12,30
674,176,-12,-3,0,200,10,80,20,800,400,20,12,30
662,173,-12,-3,0,200,10,80,20,800,400,20,12,30
650,170,-12,-3,0,200,10,80,20,800,400,20,12,30
638,167,-12,-3,0,200,10,80,20,800,400,20,12,30
626,164,-12,-3,0,200,10,80,20,800,400,20,12,30
614,161,-12,-3,0,200,10,80,20,800,400,20,12,30
602,158,-12,-3,0,200,10,80,20,800,400,20,12,30
590,155,-12,-3,0,200,10,80,20,800,400,20,12,30
578,152,-12,-3,0,200,10,80,20,800,400,20,12,30
566,149,-12,-3,0,200,10,80,20,800,400,20,12,30
554,146,-12,-3,0,200,10,80,20,800,400,20,12,30
542,143,-12,-3,0,200,10,80,20,800,400,20,12,30
530,140,-12,-3,0,200,10,80,20,800,400,20,12,30
518,137,-12,-3,0,200,10,80,20,800,400,20,12,30
506,134,-12,-3,0,200,10,80,20,800,400,20,12,30
494,131,-12,-3,0,200,10,80,20,800,400,20,12,30
482,128,-12,-3,0,200,10,80,20,800,400,20,12,30
470,125,-12,-3,0,200,10,80,20,800,400,20,12,30
458,122,-12,-3,0,200,10,80,20,800,400,20,12,30
446,119,-12,-3,0,200,10,80,20,800,400,20,12,30
434,116,-12,-3,0,200,10,80,20,800,400,20,12,30
422,113,-12,-3,0,200,10,80,20,800,400,20,12,30
410,110,-12,-3,0,200,10,80,20,800,400,20,12,30
398,107,-12,-3,0,200,10,80,20,800,400,20,12,30
386,104,-12,-3,0,200,10,80,20,800,400,20,12,30
374,101,-12,-3,0,200,10,80,20,800,400,20,12,30
362,98,-12,-3,0,200,10,80,20,800,400,20,12,30
350,95,-12,-3,0,200,10,80,20,800,400,20,12,30
338,92,-12,-3,0,200,10,80,20,800,400,20,12,30
326,89,-12,-3,0,200,10,80,20,800,400,20,12,30
314,86,-12,-3,0,200,10,80,20,800,400,20,12,30
302,83,-12,-3,0,200,10,80,20,800,400,20,12,30
290,80,-12,-3,0,200,10,80,20,800,400,20,12,30
278,77,-12,-3,0,200,10,80,20,800,400,20,12,30
266,74,-12,-3,0,200,10,80,20,800,400,20,12,30
254,71,-12,-3,0,200,10,80,20,800,400,20,12,30
242,68,-12,-3,0,200,10,80,20,800,400,20,12,30
230,65,-12,-3,0,200,10,80,20,800,400,20,12,30
218,62,-12,-3,0,200,10,80,20,800,400,20,12,30
206,59,-12,-3,0,200,10,80,20,800,400,20,12,30
194,56,-12,-3,0,200,10,80,20,800,400,20,12,30
182,53,-12,-3,0,200,10,80,20,800,400,20,12,30
170,50,-12,-3,0,200,10,80,20,800,400,20,12,30
158,47,-12,-3,0,200,10,80,20,800,400,20,12,30
146,44,-12,-3,0,200,10,80,20,800,400,20,12,30
134,41,-12,-3,0,200,10,80,20,800,400,20,12,30
122,38,-12,-3,0,200,10,80,20,800,400,20,12,30
110,35,-12,-3,0,200,10,80,20,800,400,20,12,30
98,32,-12,-3,0,200,10,80,20,800,400,20,12,30
86,35,-12,3,0,200,10,80,20,800,400,20,12,30
74,38,-12,3,0,200,10,80,20,800,400,20,12,30
62,41,-12,3,0,200,10,80,20,800,400,20,12,30
50,44,-12,3,0,200,10,80,20,800,400,20,12,30
38,47,-12,3,0,200,10,80,20,800,400,20,12,30
50,50,12,3,0,200,10,80,20,800,400,20,12,30
62,53,12,3,0,200,10,80,20,800,400,20,12,30
74,56,12,3,0,200,10,80,20,800,400,20,12,30
86,59,12,3,0,200,10,80,20,800,400,20,12,30
98,62,12,3,0,200,10,80,20,800,400,20,12,30
110,65,12,3,0,200,10,80,20,800,400,20,12,30
122,68,12,3,0,200,10,80,20,800,400,20,12,30
134,71,12,3,0,200,10,80,20,800,400,20,12,30
146,74,12,3,0,200,10,80,20,800,400,20,12,30
158,77,12,3,0,200,10,80,20,800,400,20,12,30
170,80,12,3,0,200,10,80,20,800,400,20,12,30
182,83,12,3,0,200,10,80,20,800,400,20,12,30
194,86,12,3,0,200,10,80,20,800,400,20,12,30
206,89,12,3,0,200,10,80,20,800,400,20,12,30
218,92,12,3,0,200,10,80,20,800,400,20,12,30
230,95,12,3,0,200,10,80,20,800,400,20,12,30
242,98,12,3,0,200,10,80,20,800,400,20,12,30
254,101,12,3,0,200,10,80,20,800,400,20,12,30
266,104,12,3,0,200,10,80,20,800,400,20,12,30
278,107,12,3,0,200,10,80,20,800,400,20,12,30
290,110,12,3,0,200,10,80,20,800,400,20,12,30
302,113,12,3,0,200,10,80,20,800,400,20,12,30
314,116,12,3,0,200,10,80,20,800,400,20,12,30
326,119,12,3,0,200,10,80,20,800,400,20,12,30
338,122,12,3,0,200,10,80,20,800,400,20,12,30
350,125,12,3,0,200,10,80,20,800,400,20,12,30
362,128,12,3,0,200,10,80,20,800,400,20,12,30
374,131,12,3,0,200,10,80,20,800,400,20,12,30
386,134,12,3,0,200,10,80,20,800,400,20,12,30
398,137,12,3,0,200,10,80,20,800,400,20,12,30
410,140,12,3,0,200,10,80,20,800,400,20,12,30
422,143,12,3,0,200,10,80,20,800,400,20,12,30
434,146,12,3,0,200,10,80,20,800,400,20,12,30
446,149,12,3,0,200,10,80,20,800,400,20,12,30
458,152,12,3,0,200,10,80,20,800,400,20,12,30
470,155,12,3,0,200,10,80,20,800,400,20,12,30
482,158,12,3,0,200,10,80,20,800,400,20,12,30
494,161,12,3,0,200,10,80,20,800,400,20,12,30
506,164,12,3,0,200,10,80,20,800,400,20,12,30
518,167,12,3,0,200,10,80,20,800,400,20,12,30
530,170,12,3,0,200,10,80,20,800,400,20,12,30
542,173,12,3,0,200,10,80,20,800,400,20,12,30
554,176,12,3,0,200,10,80,20,800,400,20,12,30
566,179,12,3,0,200,10,80,20,800,400,20,12,30
578,182,12,3,0,200,10,80,20,800,400,20,12,30
590,185,12,3,0,200,10,80,20,800,400,20,12,30
602,188,12,3,0,200,10,80,20,800,400,20,12,30
614,191,12,3,0,200,10,80,20,800,400,20,12,30
626,194,12,3,0,200,10,80,20,800,400,20,12,30
638,197,12,3,0,200,10,80,20,800,400,20,12,30
650,200,12,3,0,200,10,80,20,800,400,20,12,30
662,203,12,3,0,200,10,80,20,800,400,20,12,30
674,206,12,3,0,200,10,80,20,800,400,20,12,30
686,209,12,3,0,200,10,80,20,800,400,20,12,30
698,212,12,3,0,200,10,80,20,800,400,20,12,30
710,215,12,3,0,200,10,80,20,800,400,20,12,30
722,218,12,3,0,200,10,80,20,800,400,20,12,30
734,221,12,3,0,200,10,80,20,800,400,20,12,30
746,224,12,3,0,200,10,80,20,800,400,20,12,30
758,227,12,3,0,200,10,80,20,800,400,20,12,30
770,230,12,3,0,200,10,80,20,800,400,20,12,30
758,233,-12,3,0,200,10,80,20,800,400,20,12,30
746,236,-12,3,0,200,10,80,20,800,400,20,12,30
734,239,-12,3,0,200,10,80,20,800,400,20,12,30
722,242,-12,3,0,200,10,80,20,800,400,20,12,30
710,245,-12,3,0,200,10,80,20,800,400,20,12,30
698,248,-12,3,0,200,10,80,20,800,400,20,12,30
686,251,-12,3,0,200,10,80,20,800,400,20,12,30
674,254,-12,3,0,200,10,80,20,800,400,20,12,30
662,257,-12,3,0,200,10,80,20,800,400,20,12,30
650,260,-12,3,0,200,10,80,20,800,400,20,12,30
638,263,-12,3,0,200,10,80,20,800,400,20,12,30
626,266,-12,3,0,200,10,80,20,800,400,20,12,30
614,269,-12,3,0,200,10,80,20,800,400,20,12,30
602,272,-12,3,0,200,10,80,20,800,400,20,12,30
590,275,-12,3,0,200,10,80,20,800,400,20,12,30
578,278,-12,3,0,200,10,80,20,800,400,20,12,30
566,281,-12,3,0,200,10,80,20,800,400,20,12,30
554,284,-12,3,0,200,10,80,20,800,400,20,12,30
542,287,-12,3,0,200,10,80,20,800,400,20,12,30
530,290,-12,3,0,200,10,80,20,800,400,20,12,30
518,293,-12,3,0,200,10,80,20,800,400,20,12,30
506,296,-12,3,0,200,10,80,20,800,400,20,12,30
494,299,-12,3,0,200,10,80,20,800,400,20,12,30
482,302,-12,3,0,200,10,80,20,800,400,20,12,30
470,305,-12,3,0,200,10,80,20,800,400,20,12,30
458,308,-12,3,0,200,10,80,20,800,400,20,12,30
446,311,-12,3,0,200,10,80,20,800,400,20,12,30
434,314,-12,3,0,200,10,80,20,800,400,20,12,30
422,317,-12,3,0,200,10,80,20,800,400,20,12,30
410,320,-12,3,0,200,10,80,20,800,400,20,12,30
398,323,-12,3,0,200,10,80,20,800,400,20,12,30
386,326,-12,3,0,200,10,80,20,800,400,20,12,30
374,329,-12,3,0,200,10,80,20,800,400,20,12,30
362,332,-12,3,0,200,10,80,20,800,400,20,12,30
350,335,-12,3,0,200,10,80,20,800,400,20,12,30
338,338,-12,3,0,200,10,80,20,800,400,20,12,30
326,341,-12,3,0,200,10,80,20,800,400,20,12,30
314,344,-12,3,0,200,10,80,20,800,400,20,12,30
302,347,-12,3,0,200,10,80,20,800,400,20,12,30
290,350,-12,3,0,200,10,80,20,800,400,20,12,30
278,353,-12,3,0,200,10,80,20,800,400,20,12,30
266,356,-12,3,0,200,10,80,20,800,400,20,12,30
254,359,-12,3,0,200,10,80,20,800,400,20,12,30
242,362,-12,3,0,200,10,80,20,800,400,20,12,30
230,365,-12,3,0,200,10,80,20,800,400,20,12,30
218,368,-12,3,0,200,10,80,20,800,400,20,12,30
206,365,-12,-3,0,200,10,80,20,800,400,20,12,30
194,362,-12,-3,0,200,10,80,20,800,400,20,12,30
182,359,-12,-3,0,200,10,80,20,800,400,20,12,30
170,356,-12,-3,0,200,10,80,20,800,400,20,12,30
158,353,-12,-3,0,200,10,80,20,800,400,20,12,30
146,350,-12,-3,0,200,10,80,20,800,400,20,12,30
134,347,-12,-3,0,200,10,80,20,800,400,20,12,30
122,344,-12,-3,0,200,10,80,20,800,400,20,12,30
110,341,-12,-3,0,200,10,80,20,800,400,20,12,30
98,338,-12,-3,0,200,10,80,20,800,400,20,12,30
86,335,-12,-3,0,200,10,80,20,800,400,20,12,30
74,332,-12,-3,0,200,10,80,20,800,400,20,12,30
62,329,-12,-3,0,200,10,80,20,800,400,20,12,30
50,326,-12,-3,0,200,10,80,20,800,400,20,12,30
38,323,-12,-3,0,200,10,80,20,800,400,20,12,30
50,320,12,-3,0,200,10,80,20,800,400,20,12,30
62,317,12,-3,0,200,10,80,20,800,400,20,12,30
74,314,12,-3,0,200,10,80,20,800,400,20,12,30
86,311,12,-3,0,200,10,80,20,800,400,20,12,30
98,308,12,-3,0,200,10,80,20,800,400,20,12,30
110,305,12,-3,0,200,10,80,20,800,400,20,12,30
122,302,12,-3,0,200,10,80,20,800,400,20,12,30
134,299,12,-3,0,200,10,80,20,800,400,20,12,30
146,296,12,-3,0,200,10,80,20,800,400,20,12,30
158,293,12,-3,0,200,10,80,20,800,400,20,12,30
170,290,12,-3,0,200,10,80,20,800,400,20,12,30
182,287,12,-3,0,200,10,80,20,800,400,20,12,30
194,284,12,-3,0,200,10,80,20,800,400,20,12,30
206,281,12,-3,0,200,10,80,20,800,400,20,12,30
218,278,12,-3,0,200,10,80,20,800,400,20,12,30
230,275,12,-3,0,200,10,80,20,800,400,20,12,30
242,272,12,-3,0,200,10,80,20,800,400,20,12,30
254,269,12,-3,0,200,10,80,20,800,400,20,12,30
266,266,12,-3,0,200,10,80,20,800,400,20,12,30
278,263,12,-3,0,200,10,80,20,800,400,20,12,30
290,260,12,-3,0,200,10,80,20,800,400,20,12,30
302,257,12,-3,0,200,10,80,20,800,400,20,12,30
314,254,12,-3,0,200,10,80,20,800,400,20,12,30
326,251,12,-3,0,200,10,80,20,800,400,20,12,30
338,248,12,-3,0,200,10,80,20,800,400,20,12,30
350,245,12,-3,0,200,10,80,20,800,400,20,12,30
362,242,12,-3,0,200,10,80,20,800,400,20,12,30
374,239,12,-3,0,200,10,80,20,800,400,20,12,30
386,236,12,-3,0,200,10,80,20,800,400,20,12,30
398,233,12,-3,0,200,10,80,20,800,400,20,12,30
410,230,12,-3,0,200,10,80,20,800,400,20,12,30
422,227,12,-3,0,200,10,80,20,800,400,20,12,30
434,224,12,-3,0,200,10,80,20,800,400,20,12,30
446,221,12,-3,0,200,10,80,20,800,400,20,12,30
458,218,12,-3,0,200,10,80,20,800,400,20,12,30
